Grado;Área;Tema;Código;Descripción
 9-12; Estándares del curso de artes visuales competentes;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;PVCo.10; Interpretar una obra musical que provoque la reflexión del público al presentar diferentes estilos musicales o puntos de vista (por ejemplo, un estudiante muestra originalidad al adaptar un estilo particular de interpretación o canto).
 9-12; Estándares del curso de artes visuales competentes;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;PVCo.11; Identificar formas en que las composiciones musicales contemporáneas amplían los límites del género y la disciplina (por ejemplo, cómo el uso de Auto-Tune por parte de Cher afectó a la industria musical).
 9-12; Estándares del curso avanzado de artes visuales;Generar y conceptualizar ideas y trabajos artísticos.;AVCr.01;. Analizar
 9-12; Estándares del curso avanzado de artes visuales;Organizar y desarrollar ideas y trabajos artísticos.;AVCr.02;las formas en que las propias perspectivas y prejuicios culturales y personales afectan la forma en que uno
 9-12; Estándares del curso avanzado de artes visuales;Refinar y completar la obra artística;AVCr.03;Comprende obras musicales específicas (por ejemplo, observa cómo la popularidad de una canción influye en...
 9-12; Estándares del curso avanzado de artes visuales;Seleccionar, analizar e interpretar obras artísticas para su presentación.;AVP04;Perspectivas de los estudiantes sobre la canción).
 9-12; Estándares del curso avanzado de artes visuales;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;AVP05; Construya un argumento para seleccionar un criterio sobre otro para evaluar una composición musical.
 9-12; Estándares del curso avanzado de artes visuales;Transmitir significado a través de la presentación de obras artísticas.;AVP06; Explicar el desarrollo de la musicalidad o estilo musical y cómo se relaciona con una composición.
 9-12; Estándares del curso avanzado de artes visuales;Percibir y analizar la obra artística;AVR07; Identificar las influencias sociales, culturales y personales en el estilo musical de uno como compositor o músico.
 9-12; Estándares del curso avanzado de artes visuales;Interpretar la intención y el significado en la obra artística;AVR08; Crear ideas teatrales (por ejemplo, trama, escenario, personajes) que reflejen características de diferentes movimientos artísticos.
 9-12; Estándares del curso avanzado de artes visuales;Aplicar criterios para evaluar el trabajo artístico;AVR09;Crear un esquema para una escena original o una obra corta, incluyendo detalles como el vestuario o la escenografía.
 9-12; Estándares del curso avanzado de artes visuales;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;AVCo.10; Perfeccionar y revisar el diálogo de los personajes, las direcciones escénicas y los detalles sensoriales de los mundos imaginados.
 9-12; Estándares del curso avanzado de artes visuales;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;AVCo.11;Identificar fuentes históricas que expliquen la terminología y las convenciones del drama/teatro.
